alpha_1,alpha_2,omega_n,zeta,PO,omega_d,t_p,t_r,t_s
1.20001,5.10001,15.22472411,0.099405503,73.0631481,15.14931616,0.207375212,0.110260177,2.588167711
1.60001,6.80001,15.22485578,0.099394427,73.06572872,15.14946402,0.207373188,0.110258366,2.588433015
2.00001,8.50001,15.22493475,0.099387774,73.06727877,15.14955272,0.207371974,0.110257279,2.588592412
3.90001,6.80001,15.39664429,0.178326809,56.5889628,15.14985633,0.207367818,0.115518064,1.430700855
4.30001,7.50001,15.39698338,0.178278376,56.59800133,15.15032512,0.207361402,0.11551124,1.431054761
4.70001,8.20001,15.39726451,0.17823821,56.60549821,15.15071378,0.207356082,0.115505583,1.431348425
5.10001,8.90001,15.39750136,0.178204359,56.61181691,15.15104124,0.207351601,0.115500816,1.431596023
5.50001,9.60001,15.39770362,0.178175443,56.61721488,15.15132089,0.207347774,0.115496745,1.431807606
2.10001,8.90001,15.2300947,0.099534599,73.03307712,15.1544636,0.207304774,0.110231286,2.583907955
1.70001,7.20001,15.23123417,0.099575584,73.02353264,15.15553495,0.20729012,0.110226212,2.582653924
5.60001,9.80001,15.40153927,0.177844342,56.67905542,15.15601766,0.207283518,0.115438752,1.434093803
5.20001,9.10001,15.40163673,0.17784716,56.67852886,15.15610572,0.207282313,0.11543827,1.434062194
4.80001,8.40001,15.40175042,0.177850447,56.67791466,15.15620845,0.207280908,0.115437708,1.434025325
4.40001,7.70001,15.40188479,0.177854331,56.67718896,15.15632986,0.207279248,0.115437044,1.43398176
4.00001,7.00001,15.40204602,0.17785899,56.67631836,15.15647555,0.207277255,0.115436247,1.433929496
3.60001,6.30001,15.40224306,0.177864683,56.67525462,15.1566536,0.20727482,0.115435272,1.433865637
3.20001,5.60001,15.40248935,0.177871797,56.67392553,15.15687616,0.207271777,0.115434054,1.433785845
2.80001,4.90001,15.40280598,0.177880938,56.67221756,15.15716229,0.207267864,0.115432488,1.433683303
1.30001,5.50001,15.23307452,0.099641922,73.00808612,15.15726499,0.20726646,0.110218029,2.580627051
2.40001,4.20001,15.4032281,0.177893118,56.66994181,15.15754376,0.207262648,0.115430399,1.433546667
2.00001,3.50001,15.40381898,0.177910156,56.66675877,15.15807777,0.207255346,0.115427475,1.433355543
1.60001,2.80001,15.40470509,0.177935678,56.66199073,15.15887866,0.207244396,0.115423088,1.43306922
2.20001,9.30001,15.23477624,0.09966892,73.00180084,15.15891705,0.207243871,0.110207807,2.579641649
1.20001,2.10001,15.40618141,0.177978127,56.65406139,15.16021315,0.207226153,0.115415773,1.43259298
0.90001,3.80001,15.23654967,0.099767678,72.97881305,15.16053085,0.207221811,0.110202622,2.576794704
1.80001,7.60001,15.23688988,0.099737857,72.98575378,15.16091492,0.207216561,0.110197854,2.577505621
5.30001,9.30001,15.40557983,0.177505063,56.74248157,15.16093749,0.207216253,0.115378551,1.436435279
4.90001,8.60001,15.40601083,0.177480414,56.74709186,15.16143013,0.20720952,0.11537315,1.436592932
4.50001,7.90001,15.40651802,0.177451393,56.75252027,15.16200989,0.207201596,0.115366793,1.436778631
4.10001,7.20001,15.40712353,0.177416724,56.75900572,15.1627021,0.207192137,0.115359203,1.437000591
0.80001,1.40001,15.40913197,0.17806269,56.63826773,15.16288087,0.207189694,0.115401134,1.43164411
2.30001,9.70001,15.23904278,0.099792268,72.97309018,15.16297394,0.207188423,0.110186496,2.57573991
3.70001,6.50001,15.40785905,0.177374581,56.76689027,15.163543,0.207180647,0.115349982,1.437270579
1.40001,5.90001,15.24020891,0.099846582,72.96045124,15.16405121,0.207173704,0.110182268,2.574145391
3.30001,5.80001,15.40877148,0.177322253,56.77668142,15.16458626,0.207166394,0.11533854,1.437606078
5.40001,9.50001,15.40934352,0.177177132,56.80384264,15.16555198,0.207153202,0.115321473,1.438720444
1.90001,8.00001,15.24193889,0.09988405,72.95173347,15.16571523,0.207150972,0.110172662,2.572890205
2.90001,5.10001,15.40993335,0.177255542,56.78916582,15.16591491,0.207148245,0.115323966,1.438034223
5.00001,8.80001,15.41006201,0.177126923,56.81324231,15.16639837,0.207141641,0.115311673,1.439057802
4.60001,8.10001,15.41090408,0.177068027,56.82427009,15.16739045,0.207128093,0.115300185,1.439453856
2.50001,4.40001,15.41146316,0.177167574,56.80563195,15.16766461,0.207124349,0.11530477,1.438599535
4.20001,7.40001,15.41190465,0.176997974,56.83738916,15.16856941,0.207111994,0.115286531,1.439925386
0.50001,2.10001,15.24557839,0.100097407,72.90210965,15.16900964,0.207105983,0.110162871,2.566807329
1.00001,4.20001,15.24617562,0.100043516,72.91464119,15.16968651,0.207096742,0.110154385,2.568085844
1.50001,6.30001,15.24637434,0.100025475,72.91883661,15.16991189,0.207093665,0.110151553,2.568514345
5.50001,9.70001,15.41293954,0.176862504,56.86276641,15.16996331,0.207092963,0.115266865,1.440922484
3.80001,6.70001,15.41311308,0.176913263,56.85325667,15.16999351,0.207092551,0.115270035,1.440496238
2.00001,8.40001,15.24647363,0.100016441,72.92093774,15.17002453,0.207092127,0.110150136,2.568729035
2.10001,3.70001,15.41356857,0.177046261,56.82834611,15.17007319,0.207091463,0.115278337,1.439380504
0.40001,0.70001,15.41796723,0.17831372,56.59140529,15.17087407,0.207080531,0.115357148,1.428826199
5.10001,9.00001,15.41391871,0.17678889,56.87656027,15.1711309,0.207077025,0.115253064,1.441425974
3.40001,6.00001,15.41460165,0.176808757,56.87283733,15.17174807,0.207068601,0.115249706,1.441201486
4.70001,8.30001,15.41506191,0.17670284,56.89268782,15.17249429,0.207058417,0.115236945,1.442015196
1.70001,3.00001,15.41664957,0.176868211,56.86169705,15.17359905,0.207043342,0.115239628,1.44052962
2.10001,8.80001,15.25056872,0.100136893,72.89292911,15.17391432,0.20703904,0.110129878,2.564958212
3.00001,5.30001,15.41648054,0.176676596,56.89760733,15.17396323,0.207038373,0.115224032,1.442094927
4.30001,7.60001,15.41641413,0.176600913,56.91179604,15.17410725,0.207036408,0.115217871,1.442714085
5.60001,9.90001,15.41637866,0.176560386,56.9193952,15.17418442,0.207035355,0.115214572,1.44304585
1.60001,6.70001,15.25175528,0.100183177,72.88216931,15.17502385,0.207023902,0.110124891,2.563576821
5.20001,9.20001,15.41759438,0.176465321,56.93722379,15.17564388,0.207015444,0.115197127,1.443703026
3.90001,6.90001,15.41803845,0.176478268,56.93479538,15.17604519,0.20700997,0.115194948,1.443556398
2.60001,4.60001,15.41892638,0.176504132,56.92994458,15.17684768,0.206999024,0.115190588,1.443263483
1.10001,4.60001,15.25402031,0.100271744,72.86158409,15.1771414,0.206995018,0.110115391,2.560938047
4.80001,8.50001,15.41900856,0.17635457,56.95800018,15.17734192,0.206992283,0.115176826,1.444469767
2.20001,9.20001,15.25428503,0.100246952,72.86734579,15.17744289,0.206990906,0.110111562,2.561525285
3.50001,6.20001,15.42002614,0.176327874,56.96300908,15.17841729,0.206977618,0.115166879,1.444591333
1.30001,2.30001,15.42158868,0.176581475,56.91544083,15.17925425,0.206966205,0.115177502,1.442387463
4.40001,7.80001,15.42067411,0.1762239,56.98252133,15.17934224,0.206965006,0.115152902,1.445375964
1.70001,7.10001,15.25649225,0.100323241,72.84961704,15.17952168,0.206962559,0.110101534,2.559212157
5.30001,9.40001,15.42110126,0.17615531,56.9953963,15.17995203,0.206956692,0.115143686,1.445894113
2.30001,9.60001,15.25767269,0.100347907,72.84388597,15.18065821,0.206947064,0.110094924,2.558386795
2.20001,3.90001,15.42224131,0.176269612,56.97394212,15.18075869,0.206945695,0.115145217,1.444857351
3.10001,5.50001,15.42251445,0.176139111,56.99843719,15.18138783,0.206937119,0.115131713,1.445893495
4.00001,7.10001,15.42266455,0.176067406,57.0119,15.18173342,0.206932408,0.115124294,1.44646347
4.90001,8.70001,15.42275946,0.176022068,57.02041381,15.1819519,0.20692943,0.115119603,1.446824102
0.60001,2.50001,15.26005902,0.100509246,72.80640795,15.18278398,0.206918089,0.11009019,2.553891251
1.20001,5.00001,15.26053555,0.100463704,72.81698537,15.18332829,0.206910672,0.110083229,2.55496619
1.80001,7.50001,15.26069414,0.100448469,72.82052411,15.18350955,0.206908202,0.110080906,2.555326142
5.40001,9.60001,15.42445051,0.17585802,57.05122804,15.18406879,0.206900581,0.115092579,1.448004009
4.50001,8.00001,15.42470439,0.175865453,57.04983159,15.18429823,0.206897455,0.115091337,1.447919476
3.60001,6.40001,15.42508517,0.175876596,57.04773817,15.18464237,0.206892766,0.115089474,1.447792747
2.70001,4.80001,15.4257197,0.17589515,57.04425249,15.18521587,0.206884952,0.115086368,1.447581721
5.00001,8.90001,15.42632857,0.175704288,57.0801174,15.18634104,0.206869624,0.115065075,1.449084216
1.80001,3.20001,15.42698837,0.175932194,57.03729373,15.18636264,0.206869329,0.115080156,1.447160377
1.90001,7.90001,15.26444664,0.100561097,72.79436714,15.1870694,0.206859702,0.110062557,2.551844148
4.10001,7.30001,15.42701743,0.175678724,57.08492251,15.18708957,0.206859427,0.115057694,1.449228653
5.50001,9.80001,15.42765236,0.175572686,57.10485747,15.18800647,0.206846939,0.115043656,1.450037142
3.20001,5.70001,15.42809224,0.17563879,57.09242937,15.1882576,0.206843519,0.115046175,1.449454499
1.30001,5.40001,15.26603243,0.100627402,72.77897237,15.18854481,0.206839608,0.110056253,2.549902182
4.60001,8.20001,15.42852276,0.175524235,57.11396819,15.18899665,0.206833455,0.115032916,1.450352338
0.90001,1.60001,15.43079122,0.176042815,57.01651777,15.189801,0.206822502,0.115061504,1.445901994
2.00001,8.30001,15.26781807,0.100662936,72.77072316,15.19026651,0.206816164,0.11004613,2.54870629
2.30001,4.10001,15.43000363,0.175567632,57.10580776,15.19033512,0.20681523,0.115025682,1.449857579
3.70001,6.60001,15.4298139,0.17545227,57.12750273,15.19046568,0.206813453,0.115016979,1.450821003
5.10001,9.10001,15.42972858,0.175400273,57.13728363,15.19052464,0.20681265,0.115013056,1.451255649
4.20001,7.50001,15.4311202,0.175310472,57.15417858,15.19214151,0.206790639,0.114994811,1.451862082
0.70001,2.90001,15.270337,0.100808082,72.73703691,15.19254823,0.206785103,0.110039205,2.5446264
2.80001,5.00001,15.43192809,0.175334188,57.14971624,15.19287171,0.2067807,0.11499087,1.451591288
1.40001,5.80001,15.27073211,0.10076865,72.74618707,15.19300233,0.206778923,0.110033308,2.545553659
2.10001,8.70001,15.27086362,0.100755466,72.74924676,15.19315356,0.206776864,0.11003134,2.545863961
4.70001,8.40001,15.43214525,0.175199034,57.17515034,15.19345681,0.206772737,0.114977406,1.452681614
5.20001,9.30001,15.43297105,0.175109148,57.19207085,15.19451663,0.206758315,0.114963378,1.453343517
3.30001,5.90001,15.43326295,0.175171907,57.18025627,15.19463172,0.206756749,0.114966702,1.452799535
1.40001,2.50001,15.43435046,0.175405127,57.1363705,15.19506152,0.206750901,0.11497904,1.450781239
2.20001,9.10001,15.2736283,0.100839905,72.729653,15.19577351,0.206741213,0.110017955,2.543277295
3.80001,6.80001,15.43424317,0.175052553,57.20272651,15.19592443,0.20673916,0.114948944,1.453689771
1.50001,6.20001,15.27479611,0.100891768,72.71762072,15.19685505,0.2067265,0.110013555,2.541779012
4.30001,7.70001,15.4349935,0.174961083,57.21995215,15.19691412,0.206725696,0.114935345,1.454372947
1.90001,3.40001,15.43602034,0.175104762,57.19289644,15.19753084,0.206717307,0.114940283,1.453092514
4.80001,8.60001,15.43558632,0.174888747,57.2335775,15.19769617,0.206715059,0.114924596,1.454913776
2.30001,9.50001,15.27614923,0.100917271,72.71170479,15.19816175,0.206708726,0.110005783,2.540913284
5.30001,9.50001,15.43606651,0.17483011,57.24462447,15.19832971,0.206706442,0.114915887,1.45535255
2.40001,4.30001,15.43698968,0.174930051,57.22579706,15.19896463,0.206697807,0.114917765,1.454440773
0.80001,3.30001,15.27800833,0.101034802,72.68444624,15.19982911,0.206686051,0.110001488,2.537656438
2.90001,5.20001,15.43762287,0.174815785,57.24732361,15.19990136,0.206685068,0.114903048,1.45532412
1.60001,6.60001,15.27834511,0.101000036,72.69250836,15.2002181,0.206680762,0.109996374,2.538471683
2.40001,9.90001,15.27845722,0.100988416,72.6952032,15.20034766,0.206679,0.109994668,2.53874437
3.40001,6.10001,15.43806892,0.174735221,57.262505,15.20056132,0.206676095,0.114892676,1.455947661
3.90001,7.00001,15.43840012,0.174675365,57.27378633,15.20105139,0.206669432,0.114884973,1.456411321
4.40001,7.90001,15.43865577,0.174629143,57.28249939,15.20142968,0.206664289,0.114879026,1.456769606
4.90001,8.80001,15.43885907,0.174592372,57.2894316,15.20173053,0.206660199,0.114874296,1.457054771
5.40001,9.70001,15.4390246,0.174562423,57.29507828,15.2019755,0.206656869,0.114870444,1.457287128
1.70001,7.00001,15.28147107,0.101095988,72.67025938,15.20317915,0.206640507,0.109981294,2.535549957
5.50001,9.90001,15.44185411,0.174305408,57.34355563,15.20546464,0.206609448,0.114826919,1.459151311
0.90001,3.70001,15.28395225,0.101212697,72.64320532,15.20546625,0.206609426,0.109972467,2.532222749
5.00001,9.00001,15.44197536,0.174308995,57.34287886,15.20557423,0.206607959,0.114826331,1.459110068
4.50001,8.10001,15.44212354,0.174313378,57.34205188,15.20570816,0.206606139,0.114825613,1.459059672
1.80001,7.40001,15.28424534,0.101181611,72.65041056,15.20580616,0.206604807,0.109967953,2.532950117
4.00001,7.20001,15.44230877,0.174318855,57.34101853,15.20587558,0.206603864,0.114824714,1.458996696
3.50001,6.30001,15.44254689,0.174325894,57.33969044,15.20609081,0.20660094,0.114823559,1.458915757
3.00001,5.40001,15.44286436,0.174335274,57.33792062,15.20637777,0.206597041,0.114822019,1.458807894
2.50001,4.50001,15.44330876,0.174348398,57.33544472,15.20677949,0.206591583,0.114819862,1.458656988
2.00001,3.60001,15.44397524,0.174368062,57.33173485,15.20738198,0.206583399,0.114816626,1.458430858
1.90001,7.80001,15.28672404,0.101258487,72.63259345,15.20815258,0.206572931,0.109956068,2.530621753
1.50001,2.70001,15.44508569,0.174400783,57.32556233,15.20838592,0.206569762,0.114811232,1.458054578
5.10001,9.20001,15.44494601,0.174037778,57.39407152,15.20924032,0.206558157,0.114780544,1.46108471
4.60001,8.30001,15.44541171,0.174012633,57.39881963,15.20976755,0.206550997,0.114774886,1.461250099
1.00001,4.10001,15.2886928,0.101356004,72.60999835,15.2099594,0.206548392,0.10994945,2.527867865
2.00001,8.20001,15.288952,0.101327892,72.61651131,15.21026104,0.206544296,0.109945412,2.528524455
1.00001,1.80001,15.44730536,0.174466022,57.31325714,15.21039305,0.206542503,0.114800437,1.45730428
4.10001,7.40001,15.44599039,0.173981367,57.40472412,15.21042274,0.2065421,0.114767855,1.46145586
3.60001,6.50001,15.44672886,0.173941434,57.41226601,15.21125891,0.206530746,0.11475888,1.461718829
2.10001,8.60001,15.2909654,0.101390865,72.60192254,15.21216598,0.206518431,0.109935805,2.526625455
3.10001,5.60001,15.44770389,0.17388865,57.42223611,15.21236308,0.206515755,0.114747027,1.462066719
5.20001,9.40001,15.44778084,0.173777956,57.44314927,15.2127407,0.206510629,0.11473679,1.46298335
4.70001,8.50001,15.44853366,0.173725863,57.45299339,15.21362406,0.206498638,0.114726651,1.463347248
1.10001,4.50001,15.29256162,0.101473915,72.58268638,15.21362448,0.206498633,0.109930753,2.52429954
2.60001,4.70001,15.44905079,0.173815624,57.43603202,15.21388863,0.206495047,0.114730647,1.462548584
2.20001,9.00001,15.2927938,0.101448259,72.58862839,15.21389548,0.206494954,0.1099271,2.524897902
4.20001,7.60001,15.44946396,0.173661419,57.46517339,15.21471581,0.206483821,0.114714118,1.46379783
2.30001,9.40001,15.29446157,0.101500784,72.57646386,15.2154727,0.206473549,0.109919175,2.523319582
5.30001,9.60001,15.45048882,0.173528826,57.49024042,15.21608622,0.206465224,0.114694938,1.464810291
3.70001,6.70001,15.45064286,0.173579641,57.48063259,15.21609956,0.206465043,0.114698228,1.464370261
2.10001,3.80001,15.45103248,0.17370795,57.45637877,15.2161337,0.20646458,0.114706533,1.463260271
0.50001,0.90001,15.45395434,0.174660125,57.27665908,15.21640826,0.206460855,0.114768011,1.455071399
1.20001,4.90001,15.29577879,0.101572631,72.55982777,15.21667095,0.20645729,0.109915265,2.52132234
2.40001,9.80001,15.29598898,0.101549036,72.56529085,15.2169169,0.206453953,0.10991193,2.521871958
4.80001,8.70001,15.45150153,0.173452116,57.50474696,15.21729237,0.206448859,0.114680728,1.465356949
3.20001,5.80001,15.45218537,0.17347245,57.5009012,15.2179105,0.206440474,0.114677427,1.465121691
4.30001,7.80001,15.45274638,0.173357679,57.52260972,15.21877529,0.206428743,0.114663253,1.466030786
1.30001,5.30001,15.2984961,0.101656485,72.54041552,15.21924317,0.206422397,0.109902227,2.518800619
5.40001,9.80001,15.4530782,0.173289741,57.53546322,15.21928685,0.206421804,0.114654866,1.466569517
1.60001,2.90001,15.45423594,0.173533299,57.48939478,15.21976431,0.206415329,0.114667518,1.464417682
2.70001,4.90001,15.45429038,0.17332582,57.52863707,15.22038257,0.206406944,0.114649019,1.466151642
3.80001,6.90001,15.45431351,0.173238571,57.54514585,15.22064259,0.206403418,0.11464124,1.466882027
4.90001,8.90001,15.45432631,0.173190523,57.55423891,15.22078579,0.206401476,0.114636956,1.467284558
1.40001,5.70001,15.30082159,0.101728599,72.52372489,15.22144382,0.206392553,0.1098911,2.516637283
4.40001,8.00001,15.45585282,0.173068946,57.57725283,15.22261954,0.206376612,0.114615038,1.468162162
3.30001,6.00001,15.45634665,0.17308367,57.57446533,15.22306593,0.206370561,0.114612659,1.467991349
1.50001,6.10001,15.30283429,0.101791277,72.50922107,15.22334797,0.206366737,0.109881494,2.514761005
2.20001,4.00001,15.45733407,0.173113076,57.56889847,15.22395856,0.206358461,0.1146079,1.46765019
5.00001,9.10001,15.45701796,0.172940295,57.60161427,15.2241164,0.206356321,0.114595189,1.469135002
3.90001,7.10001,15.45776254,0.172916492,57.60612256,15.22491436,0.206345506,0.114587595,1.469264874
1.60001,6.50001,15.30459331,0.101846257,72.49650073,15.22501173,0.206344186,0.109873116,2.513118206
4.50001,8.20001,15.45879688,0.172794135,57.62930155,15.22626507,0.206327201,0.114569272,1.470198731
2.80001,5.10001,15.4590899,0.172873988,57.61417344,15.22633707,0.206326225,0.114574055,1.469497092
1.70001,6.90001,15.30614375,0.101894875,72.48525396,15.22647791,0.206324317,0.109865746,2.511667857
1.10001,2.00001,15.46029428,0.173200965,57.55226264,15.22663518,0.206322186,0.114593614,1.466630428
5.10001,9.30001,15.45958556,0.172700706,57.64700593,15.22729521,0.206313243,0.114555292,1.470912822
1.80001,7.30001,15.30752064,0.101938176,72.47523875,15.22777972,0.206306678,0.109859212,2.510378015
3.40001,6.20001,15.46022043,0.172719686,57.6434089,15.22786909,0.206305468,0.11455224,1.470692051
4.00001,7.30001,15.46100919,0.172611861,57.66384568,15.22893823,0.206290984,0.11453701,1.471528477
1.90001,7.70001,15.30875154,0.101976985,72.46626331,15.22894332,0.206290915,0.10985338,2.509223433
1.70001,3.10001,15.46212421,0.17277649,57.63264482,15.22959021,0.206282153,0.114543081,1.470031292
4.60001,8.40001,15.46159081,0.172532263,57.67893632,15.22972674,0.206280303,0.114525774,1.472146681
2.00001,8.10001,15.30985852,0.102011967,72.45817373,15.22998962,0.206276743,0.109848142,2.508183894
5.20001,9.50001,15.4620374,0.172471091,57.69053593,15.23033228,0.206272102,0.114517143,1.472622208
2.10001,8.50001,15.31085939,0.102043663,72.45084501,15.23093549,0.206263933,0.109843412,2.507243022
2.30001,4.20001,15.46299384,0.172574226,57.67098038,15.23099506,0.206263126,0.114519034,1.471657972
2.20001,8.90001,15.3117687,0.102072514,72.44417464,15.23179473,0.206252297,0.10983912,2.506387402
2.90001,5.30001,15.46350195,0.17245588,57.69342051,15.23181606,0.206252008,0.114504973,1.472611596
3.50001,6.40001,15.46383518,0.1723782,57.70815385,15.23235456,0.206244717,0.114495748,1.473238285
2.30001,9.30001,15.31259846,0.102098886,72.43807774,15.23257872,0.206241682,0.109835207,2.505605955
4.10001,7.50001,15.46407056,0.172323299,57.71856877,15.23273497,0.206239566,0.11448923,1.473681562
4.70001,8.60001,15.46424568,0.172282437,57.72632121,15.23301799,0.206235734,0.114484379,1.474011668
5.30001,9.70001,15.46438104,0.172250841,57.73231642,15.23323678,0.206232772,0.11448063,1.474267037
2.40001,9.70001,15.31335867,0.102123086,72.43248338,15.23329692,0.206231958,0.109831625,2.504889433
5.40001,9.90001,15.4666234,0.172039395,57.77245077,15.23601713,0.206195138,0.11444565,1.475850895
4.80001,8.80001,15.4667715,0.172043846,57.77160579,15.236151,0.206193326,0.114444941,1.475798882
4.20001,7.70001,15.4669619,0.172049566,57.77051974,15.23632311,0.206190997,0.114444029,1.47573203
3.60001,6.60001,15.46721574,0.17205719,57.7690723,15.23655257,0.206187892,0.114442814,1.47564293
3.00001,5.50001,15.46757109,0.172067857,57.76704713,15.2368738,0.206183545,0.114441112,1.475518261
2.40001,4.40001,15.46810403,0.172083844,57.76401209,15.2373556,0.206177025,0.114438558,1.475331414
1.80001,3.30001,15.46899204,0.172110453,57.75896082,15.23815845,0.206166163,0.114434302,1.475020416
4.90001,9.00001,15.46917735,0.171815747,57.81492661,15.2391368,0.206152927,0.114407324,1.477513085
4.30001,7.90001,15.46969681,0.171789549,57.81990393,15.23971922,0.206145048,0.114401206,1.477687041
1.20001,2.20001,15.47076722,0.172163535,57.74888513,15.23976363,0.206144448,0.114425784,1.47439997
3.70001,6.80001,15.47038391,0.171754867,57.82649364,15.24048966,0.206134627,0.114393113,1.477917473
3.10001,5.70001,15.47133539,0.171706784,57.83563061,15.24155667,0.206120196,0.114381903,1.478237213
5.00001,9.20001,15.47147148,0.171597464,57.85640866,15.24198544,0.206114398,0.114371405,1.479158661
4.40001,8.10001,15.47228754,0.171542242,57.86690695,15.24293819,0.206101515,0.114360579,1.479553108
2.50001,4.60001,15.47274017,0.171635673,57.84914573,15.24313232,0.20609889,0.114365344,1.478710665
3.80001,7.00001,15.47335889,0.171469646,57.88071051,15.24418921,0.206084601,0.11434636,1.48007219
0.10001,0.40001,15.32632411,0.103254389,72.17139694,15.24440462,0.206081689,0.109826203,2.475423075
0.60001,1.10001,15.476086,0.172321699,57.71887223,15.24457499,0.206079386,0.114400203,1.472550977
5.10001,9.40001,15.47366142,0.171388377,57.89616657,15.24470608,0.206077614,0.114337072,1.480739648
1.90001,3.50001,15.47502349,0.171519782,57.87117721,15.2456941,0.206064259,0.114338411,1.479483736
3.20001,5.90001,15.47482751,0.171369949,57.89967182,15.24590452,0.206061415,0.114326857,1.480786062
4.50001,8.30001,15.47474507,0.171306736,57.91169695,15.24599342,0.206060213,0.114321982,1.481336164
0.20001,0.80001,15.32855508,0.102975282,72.23573137,15.24706718,0.206045702,0.109788621,2.481752852
5.20001,9.60001,15.47575404,0.171187917,57.93430559,15.24730709,0.20604246,0.114304223,1.482259774
3.90001,7.20001,15.47615764,0.171200117,57.93198381,15.24767192,0.20603753,0.1143023,1.482116304
0.30001,1.20001,15.32928752,0.102880113,72.25767974,15.24794669,0.206033817,0.109776013,2.483923629
0.40001,1.60001,15.32965165,0.102832125,72.26874928,15.24838496,0.206027895,0.109769694,2.485020594
2.60001,4.80001,15.47696465,0.171224489,57.92734591,15.24840147,0.206027672,0.114298453,1.481829692
0.50001,2.00001,15.32986946,0.102803202,72.27542162,15.24864744,0.206024348,0.109765898,2.485682499
0.60001,2.40001,15.3300144,0.102783867,72.27988264,15.24882224,0.206021987,0.109763365,2.486125326
4.60001,8.50001,15.47707932,0.171082205,57.95442657,15.24889699,0.206020977,0.114285269,1.483041624
0.70001,2.80001,15.33011778,0.102770029,72.28307537,15.248947,0.206020301,0.109761554,2.486442398
0.80001,3.20001,15.33019525,0.102759636,72.28547335,15.24904052,0.206019038,0.109760196,2.486680619
0.90001,3.60001,15.33025546,0.102751544,72.28734046,15.24911322,0.206018055,0.109759139,2.48686615
1.00001,4.00001,15.3303036,0.102745065,72.28883547,15.24917137,0.20601727,0.109758294,2.487014734
1.10001,4.40001,15.33034297,0.10273976,72.29005949,15.24921893,0.206016627,0.109757602,2.487136404
1.20001,4.80001,15.33037576,0.102735338,72.29108008,15.24925855,0.206016092,0.109757025,2.487237868
1.30001,5.20001,15.3304035,0.102731593,72.29194408,15.24929207,0.206015639,0.109756537,2.487323772
1.40001,5.60001,15.33042727,0.102728383,72.29268495,15.2493208,0.206015251,0.109756118,2.487397441
1.50001,6.00001,15.33044788,0.102725599,72.29332728,15.2493457,0.206014915,0.109755756,2.487461316
1.60001,6.40001,15.33046589,0.102723163,72.29388947,15.24936748,0.20601462,0.109755438,2.487517226
1.70001,6.80001,15.33048178,0.102721013,72.29438567,15.24938669,0.206014361,0.109755158,2.487566577
1.80001,7.20001,15.33049591,0.102719101,72.29482683,15.24940377,0.20601413,0.109754909,2.487610456
1.90001,7.60001,15.33050855,0.10271739,72.29522163,15.24941905,0.206013924,0.109754686,2.487649726
2.00001,8.00001,15.33051992,0.10271585,72.29557703,15.2494328,0.206013738,0.109754486,2.487685077
2.10001,8.40001,15.33053021,0.102714456,72.29589864,15.24944524,0.20601357,0.109754305,2.48771707
2.20001,8.80001,15.33053956,0.102713189,72.29619105,15.24945655,0.206013417,0.10975414,2.487746158
2.30001,9.20001,15.33054811,0.102712032,72.29645808,15.24946688,0.206013278,0.109753989,2.487772722
2.40001,9.60001,15.33055593,0.102710971,72.29670288,15.24947634,0.20601315,0.109753851,2.487797076
5.30001,9.80001,15.47775562,0.170995561,57.97092264,15.24979613,0.20600883,0.114272764,1.483722487
3.30001,6.10001,15.47807566,0.171054991,57.95960742,15.24995178,0.206006727,0.114275553,1.483180279
1.30001,2.40001,15.47938427,0.171297377,57.91347743,15.25058923,0.205998116,0.114286908,1.480972488
4.00001,7.40001,15.47879522,0.17094502,57.98054689,15.25095617,0.20599316,0.114260708,1.484058115
4.70001,8.70001,15.47929923,0.170867901,57.99523473,15.25165982,0.205983656,0.114250305,1.484674447
2.00001,3.70001,15.48036117,0.170992375,57.97152935,15.25237186,0.20597404,0.114253254,1.483500188
2.70001,5.00001,15.48082946,0.170845896,57.99942628,15.25322662,0.205962498,0.114237105,1.484717432
3.40001,6.30001,15.4811043,0.170759846,58.01581988,15.25372835,0.205955723,0.114227622,1.48543352
4.10001,7.60001,15.48128504,0.170703225,58.02660904,15.25405832,0.205951268,0.114221384,1.485905114
4.80001,8.90001,15.48141294,0.17066314,58.03424818,15.25429184,0.205948115,0.114216968,1.486239172
4.90001,9.10001,15.48342781,0.170467299,58.07158274,15.25680205,0.20591423,0.114185149,1.487739973
4.20001,7.80001,15.48363905,0.170473719,58.07035856,15.256993,0.205911653,0.114184147,1.487664077
3.50001,6.50001,15.48393475,0.170482702,58.06864557,15.25726031,0.205908046,0.114182744,1.487557874
2.80001,5.20001,15.48437825,0.170496168,58.06607803,15.25766124,0.205902635,0.114180639,1.487398683
2.10001,3.90001,15.48511726,0.170518584,58.06180397,15.25832936,0.205893619,0.114177131,1.487133667
5.00001,9.30001,15.48535057,0.170279807,58.10734448,15.25919866,0.20588189,0.114154746,1.489180687
1.40001,2.60001,15.48659465,0.17056332,58.05327511,15.25966521,0.205875595,0.114170111,1.48660476
4.30001,8.00001,15.48586798,0.170255588,58.11196531,15.25977332,0.205874136,0.114148836,1.489341151
3.60001,6.70001,15.4865857,0.170221962,58.1183816,15.26057053,0.205863382,0.114140637,1.489564092
5.10001,9.50001,15.48718732,0.170100143,58.14163071,15.26148915,0.20585099,0.114125666,1.490564851
2.90001,5.40001,15.48764794,0.170172124,58.12789207,15.26175058,0.205847464,0.114128498,1.489894824
4.40001,8.20001,15.48798145,0.170048008,58.15158294,15.26241107,0.205838556,0.114115306,1.490941921
