alpha_1,alpha_2,Imag,Real
720.036,7560.036,8.544283256,-0.596621502
720.036,7920.036,8.533852093,-0.597097087
720.036,8280.036,8.524265736,-0.597534153
720.036,8640.036,8.51542581,-0.597937168
720.036,9000.036,8.507248605,-0.598309941
720.036,9360.036,8.499662445,-0.598655735
720.036,9720.036,8.492605609,-0.598977364
720.036,10080.036,8.486024664,-0.599277265
720.036,10440.036,8.47987312,-0.599557559
720.036,10800.036,8.474110344,-0.5998201
720.036,11160.036,8.468700662,-0.600066519
720.036,11520.036,8.463612631,-0.600298251
720.036,11880.036,8.458818427,-0.600516568
720.036,12240.036,8.454293343,-0.600722599
720.036,12600.036,8.45001536,-0.600917349
720.036,12960.036,8.445964798,-0.601101719
720.036,13320.036,8.44212401,-0.601276515
720.036,13680.036,8.438477125,-0.601442461
720.036,14040.036,8.435009834,-0.601600214
720.036,14400.036,8.4317092,-0.601750362
720.036,14760.036,8.4285635,-0.601893443
720.036,15120.036,8.425562081,-0.602029943
720.036,15480.036,8.422695248,-0.602160305
720.036,15840.036,8.419954152,-0.602284933
720.036,16200.036,8.417330704,-0.602404197
720.036,16560.036,8.414817494,-0.602518436
720.036,16920.036,8.412407721,-0.602627959
720.036,17280.036,8.41009513,-0.602733054
720.036,17640.036,8.407873963,-0.602833982
720.036,18000.036,8.405738905,-0.602930987
720.036,18360.036,8.403685048,-0.603024292
720.036,18720.036,8.401707847,-0.603114106
720.036,19080.036,8.399803092,-0.603200619
720.036,19440.036,8.397966874,-0.603284012
720.036,19800.036,8.39619556,-0.603364448
720.036,20160.036,8.394485772,-0.603442084
720.036,20520.036,8.392834359,-0.603517061
720.036,20880.036,8.391238382,-0.603589516
720.036,21240.036,8.389695098,-0.603659571
720.036,21600.036,8.388201941,-0.603727346
720.036,21960.036,8.386756507,-0.603792949
720.036,22320.036,8.385356547,-0.603856482
720.036,22680.036,8.383999947,-0.603918043
720.036,23040.036,8.382684724,-0.603977722
720.036,23400.036,8.381409016,-0.604035603
720.036,23760.036,8.380171066,-0.604091766
720.036,24120.036,8.378969225,-0.604146288
720.036,24480.036,8.377801936,-0.604199238
720.036,24840.036,8.376667729,-0.604250684
720.036,25200.036,8.375565219,-0.604300689
720.036,25560.036,8.374493096,-0.604349312
720.036,25920.036,8.37345012,-0.60439661
720.036,26280.036,8.37243512,-0.604442637
720.036,26640.036,8.371446984,-0.604487442
720.036,27000.036,8.370484661,-0.604531075
720.036,27360.036,8.369547152,-0.60457358
720.036,27720.036,8.36863351,-0.604615
720.036,28080.036,8.367742835,-0.604655377
720.036,28440.036,8.366874272,-0.604694749
720.036,28800.036,8.366027008,-0.604733153
720.036,29160.036,8.365200269,-0.604770625
720.036,29520.036,8.364393318,-0.604807199
720.036,29880.036,8.363605453,-0.604842905
720.036,30240.036,8.362836006,-0.604877775
720.036,30600.036,8.362084338,-0.604911838
720.036,30960.036,8.36134984,-0.60494512
720.036,31320.036,8.36063193,-0.60497765
720.036,31680.036,8.359930052,-0.605009452
720.036,32040.036,8.359243677,-0.605040549
720.036,32400.036,8.358572295,-0.605070966
720.036,32760.036,8.357915422,-0.605100725
720.036,33120.036,8.357272591,-0.605129846
720.036,33480.036,8.356643357,-0.60515835
720.036,33840.036,8.356027294,-0.605186256
720.036,34200.036,8.355423991,-0.605213582
720.036,34560.036,8.354833058,-0.605240348
720.036,34920.036,8.354254117,-0.605266569
720.036,35280.036,8.353686808,-0.605292263
720.036,35640.036,8.353130782,-0.605317444
1080.036,0.036,0,-0.396982593
1080.036,360.036,8.869295835,-0.661374614
1080.036,720.036,9.582381493,-0.573398148
1080.036,1080.036,9.583548621,-0.556285359
1080.036,1440.036,9.472083906,-0.555959419
1080.036,1800.036,9.353493792,-0.559508982
1080.036,2160.036,9.248175891,-0.563669926
1080.036,2520.036,9.158384482,-0.567578014
1080.036,2880.036,9.08236303,-0.571036031
1080.036,3240.036,9.017759269,-0.574041782
1080.036,3600.036,8.962456346,-0.576646332
1080.036,3960.036,8.914722279,-0.578909397
1080.036,4320.036,8.873180949,-0.580885759
1080.036,4680.036,8.836746318,-0.582621988
1080.036,5040.036,8.804559194,-0.584156554
1080.036,5400.036,8.775935488,-0.585520926
1080.036,5760.036,8.750326146,-0.586740805
1080.036,6120.036,8.727286701,-0.58783724
1080.036,6480.036,8.706454256,-0.588827553
1080.036,6840.036,8.687530046,-0.589726079
1080.036,7200.036,8.670266146,-0.590544757
1080.036,7560.036,8.654455281,-0.59129359
1080.036,7920.036,8.639922935,-0.591981011
1080.036,8280.036,8.626521205,-0.592614172
1080.036,8640.036,8.614123969,-0.593199175
1080.036,9000.036,8.602623051,-0.59374125
1080.036,9360.036,8.59192517,-0.594244909
1080.036,9720.036,8.581949477,-0.594714058
1080.036,10080.036,8.572625563,-0.595152095
1080.036,10440.036,8.563891843,-0.595561993
1080.036,10800.036,8.555694213,-0.59594636
1080.036,11160.036,8.547984964,-0.596307492
1080.036,11520.036,8.540721858,-0.596647423
1080.036,11880.036,8.533867379,-0.596967955
1080.036,12240.036,8.527388085,-0.597270693
1080.036,12600.036,8.521254077,-0.597557073
1080.036,12960.036,8.51543854,-0.597828379
1080.036,13320.036,8.50991736,-0.598085765
1080.036,13680.036,8.504668789,-0.598330271
1080.036,14040.036,8.499673168,-0.598562838
1080.036,14400.036,8.494912676,-0.598784315
1080.036,14760.036,8.490371128,-0.598995474
1080.036,15120.036,8.486033785,-0.599197018
1080.036,15480.036,8.481887201,-0.599389586
1080.036,15840.036,8.477919083,-0.599573764
1080.036,16200.036,8.474118169,-0.599750087
1080.036,16560.036,8.470474126,-0.599919044
1080.036,16920.036,8.466977451,-0.600081088
1080.036,17280.036,8.463619394,-0.600236633
1080.036,17640.036,8.460391883,-0.600386061
1080.036,18000.036,8.45728746,-0.600529725
1080.036,18360.036,8.454299224,-0.600667952
1080.036,18720.036,8.451420779,-0.600801045
1080.036,19080.036,8.448646191,-0.600929282
1080.036,19440.036,8.445969943,-0.601052926
1080.036,19800.036,8.443386904,-0.601172217
1080.036,20160.036,8.440892292,-0.601287382
1080.036,20520.036,8.438481647,-0.60139863
1080.036,20880.036,8.436150804,-0.601506157
1080.036,21240.036,8.433895868,-0.601610148
1080.036,21600.036,8.431713193,-0.601710772
1080.036,21960.036,8.429599364,-0.601808192
1080.036,22320.036,8.427551175,-0.601902557
1080.036,22680.036,8.42556562,-0.601994008
1080.036,23040.036,8.423639869,-0.602082679
1080.036,23400.036,8.421771264,-0.602168694
1080.036,23760.036,8.419957299,-0.60225217
1080.036,24120.036,8.418195614,-0.602333219
1080.036,24480.036,8.416483982,-0.602411944
1080.036,24840.036,8.414820302,-0.602488443
1080.036,25200.036,8.413202586,-0.602562811
1080.036,25560.036,8.411628958,-0.602635133
1080.036,25920.036,8.410097641,-0.602705495
1080.036,26280.036,8.408606951,-0.602773974
1080.036,26640.036,8.407155293,-0.602840644
1080.036,27000.036,8.405741156,-0.602905577
1080.036,27360.036,8.404363104,-0.602968839
1080.036,27720.036,8.403019773,-0.603030495
1080.036,28080.036,8.401709869,-0.603090603
1080.036,28440.036,8.40043216,-0.603149223
1080.036,28800.036,8.399185473,-0.603206408
1080.036,29160.036,8.397968693,-0.60326221
1080.036,29520.036,8.396780758,-0.603316679
1080.036,29880.036,8.395620652,-0.603369862
1080.036,30240.036,8.394487412,-0.603421805
1080.036,30600.036,8.393380114,-0.603472549
1080.036,30960.036,8.392297877,-0.603522136
1080.036,31320.036,8.391239862,-0.603570605
1080.036,31680.036,8.390205264,-0.603617994
1080.036,32040.036,8.389193314,-0.603664338
1080.036,32400.036,8.388203278,-0.603709671
1080.036,32760.036,8.38723445,-0.603754025
1080.036,33120.036,8.386286158,-0.603797434
1080.036,33480.036,8.385357755,-0.603839925
1080.036,33840.036,8.384448622,-0.603881528
1080.036,34200.036,8.383558166,-0.603922271
1080.036,34560.036,8.382685817,-0.603962179
1080.036,34920.036,8.381831029,-0.604001279
1080.036,35280.036,8.380993276,-0.604039595
1080.036,35640.036,8.380172055,-0.604077149
1440.036,0.036,0,-0.296861099
1440.036,360.036,8.29312938,-0.684680684
1440.036,720.036,9.40854078,-0.587874011
1440.036,1080.036,9.608252573,-0.557736745
1440.036,1440.036,9.583716002,-0.550947306
1440.036,1800.036,9.502478669,-0.551703191
1440.036,2160.036,9.411827574,-0.554795008
1440.036,2520.036,9.325850611,-0.55843746
1440.036,2880.036,9.248309356,-0.56200604
1440.036,3240.036,9.179567675,-0.56529495
1440.036,3600.036,9.118903218,-0.568255352
1440.036,3960.036,9.06532077,-0.570896999
1440.036,4320.036,9.017838912,-0.573249634
1440.036,4680.036,8.975582121,-0.575347595
1440.036,5040.036,8.937799945,-0.577223838
1440.036,5400.036,8.903859846,-0.578907867
1440.036,5760.036,8.873231938,-0.580425284
1440.036,6120.036,8.845472678,-0.581797993
1440.036,6480.036,8.820210039,-0.583044621
1440.036,6840.036,8.797130864,-0.584180986
1440.036,7200.036,8.775970404,-0.585220531
1440.036,7560.036,8.756503777,-0.586174714
1440.036,7920.036,8.738539034,-0.587053331
1440.036,8280.036,8.721911543,-0.587864789
1440.036,8640.036,8.706479431,-0.58861633
1440.036,9000.036,8.692119873,-0.589314222
1440.036,9360.036,8.678726069,-0.589963906
1440.036,9720.036,8.666204755,-0.590570129
1440.036,10080.036,8.65447416,-0.591137045
1440.036,10440.036,8.643462311,-0.591668306
1440.036,10800.036,8.633105632,-0.592167131
1440.036,11160.036,8.62334776,-0.592636368
1440.036,11520.036,8.614138567,-0.593078545
1440.036,11880.036,8.605433325,-0.593495915
1440.036,12240.036,8.597192008,-0.593890489
1440.036,12600.036,8.589378691,-0.594264069
1440.036,12960.036,8.581961042,-0.594618274
1440.036,13320.036,8.574909889,-0.594954561
1440.036,13680.036,8.568198845,-0.595274247
1440.036,14040.036,8.561803982,-0.595578524
1440.036,14400.036,8.555703558,-0.595868472
1440.036,14760.036,8.54987777,-0.596145075
1440.036,15120.036,8.544308544,-0.596409227
1440.036,15480.036,8.538979353,-0.596661747
1440.036,15840.036,8.533875054,-0.596903382
1440.036,16200.036,8.528981749,-0.597134818
1440.036,16560.036,8.524286656,-0.597356685
1440.036,16920.036,8.519778003,-0.59756956
1440.036,17280.036,8.51544493,-0.597773979
1440.036,17640.036,8.511277401,-0.597970433
1440.036,18000.036,8.507266129,-0.598159376
1440.036,18360.036,8.503402507,-0.59834123
1440.036,18720.036,8.499678549,-0.598516385
1440.036,19080.036,8.49608683,-0.598685204
1440.036,19440.036,8.492620444,-0.598848022
1440.036,19800.036,8.489272956,-0.599005154
1440.036,20160.036,8.486038362,-0.599156891
1440.036,20520.036,8.482911055,-0.599303506
1440.036,20880.036,8.479885795,-0.599445252
1440.036,21240.036,8.476957674,-0.599582369
1440.036,21600.036,8.474122095,-0.599715077
1440.036,21960.036,8.471374745,-0.599843587
1440.036,22320.036,8.468711576,-0.599968094
1440.036,22680.036,8.466128783,-0.600088781
1440.036,23040.036,8.463622786,-0.600205822
1440.036,23400.036,8.461190213,-0.600319378
1440.036,23760.036,8.45882789,-0.600429603
1440.036,24120.036,8.45653282,-0.600536641
1440.036,24480.036,8.454302174,-0.600640628
1440.036,24840.036,8.452133281,-0.600741692
1440.036,25200.036,8.450023614,-0.600839954
1440.036,25560.036,8.447970783,-0.60093553
1440.036,25920.036,8.445972523,-0.601028528
1440.036,26280.036,8.444026689,-0.60111905
1440.036,26640.036,8.442131248,-0.601207194
1440.036,27000.036,8.440284267,-0.601293053
1440.036,27360.036,8.438483915,-0.601376713
1440.036,27720.036,8.436728448,-0.601458258
1440.036,28080.036,8.43501621,-0.601537768
1440.036,28440.036,8.433345626,-0.601615317
1440.036,28800.036,8.431715195,-0.601690977
1440.036,29160.036,8.430123487,-0.601764816
1440.036,29520.036,8.42856914,-0.601836899
1440.036,29880.036,8.427050856,-0.601907287
1440.036,30240.036,8.425567394,-0.60197604
1440.036,30600.036,8.424117571,-0.602043215
1440.036,30960.036,8.422700256,-0.602108864
1440.036,31320.036,8.421314369,-0.602173039
1440.036,31680.036,8.419958877,-0.602235788
1440.036,32040.036,8.418632791,-0.60229716
1440.036,32400.036,8.417335165,-0.602357199
1440.036,32760.036,8.416065094,-0.602415947
1440.036,33120.036,8.414821709,-0.602473447
1440.036,33480.036,8.413604179,-0.602529736
1440.036,33840.036,8.412411705,-0.602584853
1440.036,34200.036,8.411243524,-0.602638835
1440.036,34560.036,8.410098899,-0.602691715
1440.036,34920.036,8.408977128,-0.602743528
1440.036,35280.036,8.407877531,-0.602794304
1440.036,35640.036,8.406799458,-0.602844076
1800.036,0.036,0,-0.23713703
1800.036,360.036,7.767156489,-0.699677939
1800.036,720.036,9.153666627,-0.604541721
1800.036,1080.036,9.537852445,-0.564514941
1800.036,1440.036,9.612804615,-0.550804738
1800.036,1800.036,9.583820679,-0.547742483
1800.036,2160.036,9.520380963,-0.548872525
1800.036,2520.036,9.448066177,-0.551573549
1800.036,2880.036,9.376642493,-0.554756264
1800.036,3240.036,9.309718855,-0.557963101
1800.036,3600.036,9.248390442,-0.561007359
1800.036,3960.036,9.192712687,-0.563821854
1800.036,4320.036,9.142327396,-0.566392625
1800.036,4680.036,9.096736061,-0.568728872
1800.036,5040.036,9.055419309,-0.570849022
1800.036,5400.036,9.017887068,-0.572774233
1800.036,5760.036,8.983697032,-0.574525432
1800.036,6120.036,8.952458706,-0.576122037
1800.036,6480.036,8.923831121,-0.57758151
1800.036,6840.036,8.897518076,-0.578919299
1800.036,7200.036,8.873262705,-0.580148951
1800.036,7560.036,8.850842194,-0.581282295
1800.036,7920.036,8.83006297,-0.582329651
1800.036,8280.036,8.810756487,-0.58330002
1800.036,8640.036,8.792775596,-0.584201266
1800.036,9000.036,8.775991448,-0.58504027
1800.036,9360.036,8.76029087,-0.585823071
1800.036,9720.036,8.745574153,-0.58655498
1800.036,10080.036,8.731753172,-0.587240684
1800.036,10440.036,8.718749806,-0.587884326
1800.036,10800.036,8.706494592,-0.588489583
1800.036,11160.036,8.694925588,-0.589059726
1800.036,11520.036,8.683987401,-0.589597672
1800.036,11880.036,8.673630363,-0.590106031
1800.036,12240.036,8.66380982,-0.590587142
1800.036,12600.036,8.654485524,-0.59104311
1800.036,12960.036,8.645621114,-0.59147583
1800.036,13320.036,8.637183658,-0.591887014
1800.036,13680.036,8.629143269,-0.592278214
1800.036,14040.036,8.62147276,-0.592650837
1800.036,14400.036,8.614147351,-0.593006162
1800.036,14760.036,8.60714441,-0.593345356
1800.036,15120.036,8.60044323,-0.593669482
1800.036,15480.036,8.594024825,-0.593979516
1800.036,15840.036,8.587871761,-0.594276348
1800.036,16200.036,8.581967999,-0.5945608
1800.036,16560.036,8.576298761,-0.594833623
1800.036,16920.036,8.570850407,-0.595095512
1800.036,17280.036,8.56561033,-0.595347107
1800.036,17640.036,8.56056686,-0.595588999
1800.036,18000.036,8.555709179,-0.595821737
1800.036,18360.036,8.551027244,-0.596045827
1800.036,18720.036,8.546511722,-0.596261739
1800.036,19080.036,8.542153925,-0.596469912
1800.036,19440.036,8.537945758,-0.596670751
1800.036,19800.036,8.533879669,-0.596864636
1800.036,20160.036,8.529948603,-0.597051921
1800.036,20520.036,8.526145964,-0.597232934
1800.036,20880.036,8.522465577,-0.597407986
1800.036,21240.036,8.518901656,-0.597577363
1800.036,21600.036,8.515448771,-0.597741338
1800.036,21960.036,8.512101827,-0.597900162
1800.036,22320.036,8.508856034,-0.598054075
1800.036,22680.036,8.505706883,-0.5982033
1800.036,23040.036,8.502650133,-0.598348046
1800.036,23400.036,8.499681784,-0.598488513
1800.036,23760.036,8.496798063,-0.598624886
1800.036,24120.036,8.493995409,-0.598757341
1800.036,24480.036,8.491270459,-0.598886045
1800.036,24840.036,8.48862003,-0.599011153
1800.036,25200.036,8.486041113,-0.599132814
1800.036,25560.036,8.483530856,-0.599251169
1800.036,25920.036,8.481086559,-0.59936635
1800.036,26280.036,8.47870566,-0.599478482
1800.036,26640.036,8.476385728,-0.599587685
1800.036,27000.036,8.474124454,-0.599694071
1800.036,27360.036,8.471919645,-0.599797749
1800.036,27720.036,8.469769215,-0.599898819
1800.036,28080.036,8.467671179,-0.59999738
1800.036,28440.036,8.465623649,-0.600093522
1800.036,28800.036,8.463624824,-0.600187335
1800.036,29160.036,8.46167299,-0.6002789
1800.036,29520.036,8.459766512,-0.600368298
1800.036,29880.036,8.457903827,-0.600455606
1800.036,30240.036,8.456083446,-0.600540894
1800.036,30600.036,8.454303947,-0.600624232
1800.036,30960.036,8.452563968,-0.600705687
1800.036,31320.036,8.450862209,-0.600785321
1800.036,31680.036,8.449197425,-0.600863195
1800.036,32040.036,8.447568427,-0.600939366
1800.036,32400.036,8.445974073,-0.601013889
1800.036,32760.036,8.444413271,-0.601086817
1800.036,33120.036,8.442884975,-0.601158201
1800.036,33480.036,8.441388179,-0.601228089
1800.036,33840.036,8.439921921,-0.601296528
1800.036,34200.036,8.438485277,-0.601363562
1800.036,34560.036,8.43707736,-0.601429234
1800.036,34920.036,8.435697316,-0.601493585
1800.036,35280.036,8.434344328,-0.601556655
1800.036,35640.036,8.433017607,-0.601618481
2160.036,0.036,0,-0.197438611
2160.036,360.036,7.306226343,-0.709061845
2160.036,720.036,8.867286366,-0.620474949
2160.036,1080.036,9.408244574,-0.574207845
2160.036,1440.036,9.582374325,-0.554235695
2160.036,1800.036,9.612462039,-0.546992722
2160.036,2160.036,9.583892236,-0.545605104
2160.036,2520.036,9.532061036,-0.546856052
2160.036,2880.036,9.472447665,-0.549239543
2160.036,3240.036,9.412001659,-0.552040299
2160.036,3600.036,9.353813248,-0.554916447
2160.036,3960.036,9.299158796,-0.557707184
2160.036,4320.036,9.24844492,-0.560341426
2160.036,4680.036,9.201662193,-0.562793061
2160.036,5040.036,9.158609513,-0.565058425
2160.036,5400.036,9.119006865,-0.567144736
2160.036,5760.036,9.082552066,-0.569064078
2160.036,6120.036,9.04894874,-0.570830269
2160.036,6480.036,9.017919325,-0.572457254
2160.036,6840.036,8.989210247,-0.573958314
